,human_ncbi_id,xenDB_id,frog_gene_name,frog_gene_description,human gene name,Ensembl GeneIDs,xenDB_geneID,frog_ncbi
206,57147,XB-GENEPAGE-480248,SCYL3,SCY1 like pseudokinase 3,SCYL3,ENSG00000000457,XB-GENE-17340764,108715749
207,7125,XB-GENEPAGE-480258,TNNC2,"troponin C2, fast skeletal type",TNNC2,ENSG00000101470,XB-GENE-865359,379095
208,2986,XB-GENEPAGE-480267,GUCY2F,"guanylate cyclase 2F, retinal",GUCY2F,ENSG00000101890,XB-GENE-17340200,108700543
209,51762,XB-GENEPAGE-480277,RAB8B,"RAB8B, member RAS oncogene family",RAB8B,ENSG00000166128,XB-GENE-17332019,447070
210,3593,XB-GENEPAGE-480286,IL12B,interleukin 12B,IL12B,ENSG00000113302,XB-GENE-17341961,108712268
211,9058,XB-GENEPAGE-480293,SLC13A2,solute carrier family 13 member 2,SLC13A2,ENSG00000007216,XB-GENE-480298,378573
212,6663,XB-GENEPAGE-480303,SOX10,SRY-box 10,SOX10,ENSG00000100146,XB-GENE-17343488,108715787
213,5147,XB-GENEPAGE-480313,PDE6D,phosphodiesterase 6D,PDE6D,ENSG00000156973,XB-GENE-17334777,108718042
214,3315,XB-GENEPAGE-480319,HSPB1,heat shock protein family B (small) member 1,HSPB1,ENSG00000106211,XB-GENE-17334774,447105
215,213,XB-GENEPAGE-480329,ALB,albumin,ALB,ENSG00000163631,XB-GENE-6256209,448844
216,23309,XB-GENEPAGE-480337,SIN3B,SIN3 transcription regulator family member B,SIN3B,ENSG00000127511,XB-GENE-865366,100036844
217,70,XB-GENEPAGE-480346,ACTC1,"actin, alpha, cardiac muscle 1",ACTC1,ENSG00000159251,XB-GENE-17342312,108699710
218,9908,XB-GENEPAGE-480360,G3BP2,G3BP stress granule assembly factor 2,G3BP2,ENSG00000138757,XB-GENE-17342891,108706761
219,7884,XB-GENEPAGE-480368,SLBP,stem-loop histone mRNA binding protein,SLBP,ENSG00000163950,XB-GENE-17342885,444302
220,11211,XB-GENEPAGE-480378,FZD10,frizzled class receptor 10,FZD10,ENSG00000111432,XB-GENE-6253606,387605
221,26998,XB-GENEPAGE-480388,FETUB,fetuin B,FETUB,ENSG00000090512,XB-GENE-865580,379192
222,81029,XB-GENEPAGE-480395,WNT5B,Wnt family member 5B,WNT5B,ENSG00000111186,XB-GENE-865372,379842
223,81796,XB-GENEPAGE-480412,SLCO5A1,solute carrier organic anion transporter family member 5A1,SLCO5A1,ENSG00000137571,XB-GENE-17334476,108695334
224,917,XB-GENEPAGE-480421,CD3G,CD3g molecule,CD3G,ENSG00000160654,XB-GENE-6253060,373582
225,7547,XB-GENEPAGE-480430,ZIC3,Zic family member 3,ZIC3,ENSG00000156925,XB-GENE-865376,394375
226,27123,XB-GENEPAGE-480440,DKK2,dickkopf WNT signaling pathway inhibitor 2,DKK2,ENSG00000155011,XB-GENE-17343796,108706725
227,388585,XB-GENEPAGE-480449,HES5.3,"hes family bHLH transcription factor 5, gene 3",HES5,ENSG00000197921,XB-GENE-17343793,108697692
228,843,XB-GENEPAGE-480458,CASP10,caspase 10,CASP10,ENSG00000003400,XB-GENE-865379,397820
229,9414,XB-GENEPAGE-480466,TJP2,tight junction protein 2,TJP2,ENSG00000119139,XB-GENE-17344437,108706964
230,3170,XB-GENEPAGE-480475,FOXA2,forkhead box A2,FOXA2,ENSG00000125798,XB-GENE-17336344,108717763
231,79191,XB-GENEPAGE-480485,IRX3,iroquois homeobox 3,IRX3,ENSG00000177508,XB-GENE-17335664,108715336
232,2249,XB-GENEPAGE-480495,FGF4,"fibroblast growth factor 4 (heparin secretory transforming protein 1, Kaposi sarcoma oncogene)",FGF4,ENSG00000075388,XB-GENE-865382,378587
233,7018,XB-GENEPAGE-480505,TF,transferrin,TF,ENSG00000091513,XB-GENE-6255495,379502
234,7134,XB-GENEPAGE-480514,TNNC1,"troponin C1, slow skeletal and cardiac type",TNNC1,ENSG00000114854,XB-GENE-480519,379410
235,8449,XB-GENEPAGE-480524,DHX16,DEAH-box helicase 16,DHX16,ENSG00000204560,XB-GENE-6486356,108700244
236,5972,XB-GENEPAGE-480534,REN,renin,REN,ENSG00000143839,XB-GENE-17337174,108709447
237,2774,XB-GENEPAGE-480550,GNAL,G protein subunit alpha L,GNAL,ENSG00000141404,XB-GENE-865386,378630
238,7042,XB-GENEPAGE-480559,TGFB2,transforming growth factor beta 2,TGFB2,ENSG00000092969,XB-GENE-17339019,108717706
239,50805,XB-GENEPAGE-480569,IRX4,iroquois homeobox 4,IRX4,ENSG00000113430,XB-GENE-6448215,100301956
240,10252,XB-GENEPAGE-480578,SPRY1,sprouty RTK signaling antagonist 1,SPRY1,ENSG00000164056,XB-GENE-6372210,100294515
241,2301,XB-GENEPAGE-480591,FOXE3,forkhead box E3,FOXE3,ENSG00000186790,XB-GENE-17340197,108715587
242,84525,XB-GENEPAGE-480600,HOPX,HOP homeobox,HOPX,ENSG00000171476,XB-GENE-6487597,108703694
243,3939,XB-GENEPAGE-480607,LDHA,lactate dehydrogenase A,LDHA,ENSG00000134333,XB-GENE-480612,380394
244,153572,XB-GENEPAGE-480617,IRX2,iroquois homeobox 2,IRX2,ENSG00000170561,XB-GENE-17342313,108720018
245,7189,XB-GENEPAGE-480627,TRAF6,TNF receptor associated factor 6,TRAF6,ENSG00000175104,XB-GENE-6254727,734929
246,8646,XB-GENEPAGE-480637,CHRD,"chordin, gene 1",CHRD,ENSG00000090539,XB-GENE-865395,398045
247,4303,XB-GENEPAGE-480654,FOXO4,forkhead box O4,FOXO4,ENSG00000184481,XB-GENE-17341059,108700533
248,23481,XB-GENEPAGE-480669,PES1,pescadillo ribosomal biogenesis factor 1,PES1,ENSG00000100029,XB-GENE-480674,380249
249,8829,XB-GENEPAGE-480687,NRP1,neuropilin 1,NRP1,ENSG00000099250,XB-GENE-17335972,397804
250,6495,XB-GENEPAGE-480716,SIX1,SIX homeobox 1,SIX1,ENSG00000126778,XB-GENE-17345620,734994
251,6659,XB-GENEPAGE-480726,SOX4,SRY-box 4,SOX4,ENSG00000124766,XB-GENE-6253110,779042
252,3198,XB-GENEPAGE-480736,HOXA1,homeobox A1,HOXA1,ENSG00000105991,XB-GENE-6252179,397903
253,4904,XB-GENEPAGE-480745,YBX1,Y-box binding protein 1,YBX1,ENSG00000065978,XB-GENE-17338642,380022
254,23682,XB-GENEPAGE-480755,RAB38,"RAB38, member RAS oncogene family",RAB38,ENSG00000123892,XB-GENE-865406,100381088
255,81848,XB-GENEPAGE-480764,SPRY4,sprouty RTK signaling antagonist 4,SPRY4,ENSG00000187678,XB-GENE-17339261,108713274
256,85416,XB-GENEPAGE-480774,ZIC5,Zic family member 5,ZIC5,ENSG00000139800,XB-GENE-865408,373661
257,8325,XB-GENEPAGE-480799,FZD8,frizzled class receptor 8,FZD8,ENSG00000177283,XB-GENE-6254029,399367
258,199699,XB-GENEPAGE-480808,DAND5,"DAN domain family member 5, BMP antagonist",DAND5,ENSG00000179284,XB-GENE-865412,594864
259,2063,XB-GENEPAGE-480817,NR2F6,nuclear receptor subfamily 2 group F member 6,NR2F6,ENSG00000160113,XB-GENE-17332799,108703711
260,5914,XB-GENEPAGE-480835,RARA,retinoic acid receptor alpha,RARA,ENSG00000131759,XB-GENE-17333377,108702480
261,607,XB-GENEPAGE-480845,BCL9,BCL9 transcription coactivator,BCL9,ENSG00000116128,XB-GENE-17339820,108709258
262,324,XB-GENEPAGE-480854,APC,adenomatous polyposis coli,APC,ENSG00000134982,XB-GENE-17331559,108707215
263,30812,XB-GENEPAGE-480864,SOX8,SRY-box 8,SOX8,ENSG00000005513,XB-GENE-17340336,108703222
264,25942,XB-GENEPAGE-480874,SIN3A,SIN3 transcription regulator family member A,SIN3A,ENSG00000169375,XB-GENE-865417,398130
265,80071,XB-GENEPAGE-480883,CCDC15,coiled-coil domain containing 15,CCDC15,ENSG00000149548,XB-GENE-865418,735233
266,4929,XB-GENEPAGE-480892,NR4A2,nuclear receptor subfamily 4 group A member 2,NR4A2,ENSG00000153234,XB-GENE-17335195,108702961
267,54567,XB-GENEPAGE-480901,DLL4,delta-like 4,DLL4,ENSG00000128917,XB-GENE-17344831,108705808
268,85407,XB-GENEPAGE-480910,NKD1,naked cuticle homolog 1,NKD1,ENSG00000140807,XB-GENE-17336131,108714955
269,57546,XB-GENEPAGE-480917,PDP2,pyruvate dehyrogenase phosphatase catalytic subunit 2,PDP2,ENSG00000172840,XB-GENE-17332536,121393084
270,1003,XB-GENEPAGE-480936,CDH5,cadherin 5,CDH5,ENSG00000179776,XB-GENE-17335524,108715394
271,6197,XB-GENEPAGE-480946,RPS6KA3,ribosomal protein S6 kinase A3,RPS6KA3,ENSG00000177189,XB-GENE-17343642,108709331
272,85403,XB-GENEPAGE-480963,EAF1,ELL associated factor 1,EAF1,ENSG00000144597,XB-GENE-17343033,108719981
273,2253,XB-GENEPAGE-480982,FGF8,fibroblast growth factor 8,FGF8,ENSG00000107831,XB-GENE-17330198,108697431
274,6474,XB-GENEPAGE-480992,SHOX2,SHOX homeobox 2,SHOX2,ENSG00000168779,XB-GENE-17338451,108718113
275,3224,XB-GENEPAGE-480998,HOXC8,homeobox C8,HOXC8,ENSG00000037965,XB-GENE-865431,100158353
276,5915,XB-GENEPAGE-481008,RARB,retinoic acid receptor beta,RARB,ENSG00000077092,XB-GENE-17333516,108719957
277,5698,XB-GENEPAGE-481017,PSMB9,proteasome subunit beta 9,PSMB9,ENSG00000240065,XB-GENE-865433,378667
278,2018,XB-GENEPAGE-481027,EMX2,empty spiracles homeobox 2,EMX2,ENSG00000170370,XB-GENE-17334094,108697317
279,2705,XB-GENEPAGE-481037,GJB1,gap junction protein beta 1,GJB1,ENSG00000169562,XB-GENE-17342237,108700063
280,6097,XB-GENEPAGE-481074,RORC,RAR related orphan receptor C,RORC,ENSG00000143365,XB-GENE-17341041,108700421
281,409,XB-GENEPAGE-481083,ARRB2,arrestin beta 2,ARRB2,ENSG00000141480,XB-GENE-17335891,446401
282,553,XB-GENEPAGE-481093,AVPR1B,arginine vasopressin receptor 1B,AVPR1B,ENSG00000198049,XB-GENE-17344000,108709480
283,80142,XB-GENEPAGE-481099,PTGES2,prostaglandin E synthase 2,PTGES2,ENSG00000148334,XB-GENE-17344004,108699960
284,8841,XB-GENEPAGE-481105,HDAC3,histone deacetylase 3,HDAC3,ENSG00000171720,XB-GENE-6256296,432017
285,1840,XB-GENEPAGE-481115,DTX1,deltex 1,DTX1,ENSG00000135144,XB-GENE-17338353,398613
286,6427,XB-GENEPAGE-481124,SRSF2,serine/arginine-rich splicing factor 2,SRSF2,ENSG00000161547,XB-GENE-17345921,108702828
287,388585,XB-GENEPAGE-481134,HES5,hes family bHLH transcription factor 5 gene 1,HES5,ENSG00000197921,XB-GENE-865445,733287
288,7097,XB-GENEPAGE-481144,TLR2,toll like receptor 2,TLR2,ENSG00000137462,XB-GENE-17342659,108706656
289,3416,XB-GENEPAGE-481158,IDE,insulin degrading enzyme,IDE,ENSG00000119912,XB-GENE-6486175,108697399
290,5052,XB-GENEPAGE-481164,PRDX1,peroxiredoxin 1,PRDX1,ENSG00000117450,XB-GENE-865449,443911
291,22887,XB-GENEPAGE-481184,FOXJ3,forkhead box J3,FOXJ3,ENSG00000198815,XB-GENE-17331945,108697663
292,7020,XB-GENEPAGE-481200,TFAP2A,transcription factor AP-2 alpha,TFAP2A,ENSG00000137203,XB-GENE-865453,503683
293,894,XB-GENEPAGE-481218,CCND2,cyclin D2,CCND2,ENSG00000118971,XB-GENE-865455,734882
294,10454,XB-GENEPAGE-481227,TAB1,TGF-beta activated kinase 1/MAP3K7 binding protein 1,TAB1,ENSG00000100324,XB-GENE-17334666,108715765
295,862,XB-GENEPAGE-481237,RUNX1T1,RUNX1 translocation partner 1,RUNX1T1,ENSG00000079102,XB-GENE-17342772,108695382
296,5575,XB-GENEPAGE-481246,PRKAR1B,"protein kinase, cAMP-dependent, regulatory subunit type I beta",PRKAR1B,ENSG00000188191,XB-GENE-17340499,108703142
297,4233,XB-GENEPAGE-481271,MET,"MET proto-oncogene, receptor tyrosine kinase",MET,ENSG00000105976,XB-GENE-17341623,108712362
298,9351,XB-GENEPAGE-481281,NHERF2,NHERF family PDZ scaffold protein 2,NHERF2,ENSG00000065054,XB-GENE-865463,399076
299,2794,XB-GENEPAGE-481291,GNL1,G protein nucleolar 1 (putative),GNL1,ENSG00000204590,XB-GENE-6487638,108700242
300,3398,XB-GENEPAGE-481296,ID2,inhibitor of DNA binding 2,ID2,ENSG00000115738,XB-GENE-17341008,447463
301,4091,XB-GENEPAGE-481306,SMAD6,SMAD family member 6,SMAD6,ENSG00000137834,XB-GENE-17331300,100037050
302,598,XB-GENEPAGE-481316,BCL2L1,BCL2 like 1,BCL2L1,ENSG00000171552,XB-GENE-6251803,398251
303,1875,XB-GENEPAGE-481325,E2F5,E2F transcription factor 5,E2F5,ENSG00000133740,XB-GENE-17331901,108695369
304,3670,XB-GENEPAGE-481335,ISL1,ISL LIM homeobox 1,ISL1,ENSG00000016082,XB-GENE-865118,100126604
305,79753,XB-GENEPAGE-481342,SNIP1,Smad nuclear interacting protein 1,SNIP1,ENSG00000163877,XB-GENE-865119,446549
306,2487,XB-GENEPAGE-481352,FRZB,frizzled related protein,FRZB,ENSG00000162998,XB-GENE-865117,734982
307,4779,XB-GENEPAGE-481362,NFE2L1,NFE2 like bZIP transcription factor 1,NFE2L1,ENSG00000082641,XB-GENE-865121,379703
308,2322,XB-GENEPAGE-481372,FLT3,fms related tyrosine kinase 3,FLT3,ENSG00000122025,XB-GENE-17339537,108709958
309,2303,XB-GENEPAGE-481381,FOXC2,forkhead box C2,FOXC2,ENSG00000176692,XB-GENE-6254394,399191
310,64750,XB-GENEPAGE-481390,SMURF2,SMAD specific E3 ubiquitin protein ligase 2,SMURF2,ENSG00000108854,XB-GENE-865123,398372
311,359,XB-GENEPAGE-481400,AQP2,aquaporin 2,AQP2,ENSG00000167580,XB-GENE-865124,378655
312,130497,XB-GENEPAGE-481409,OSR1,odd-skipped related transcription factor 1,OSR1,ENSG00000143867,XB-GENE-17335723,108718256
313,9464,XB-GENEPAGE-481425,HAND2,heart and neural crest derivatives expressed 2,HAND2,ENSG00000164107,XB-GENE-6252408,373833
314,2690,XB-GENEPAGE-481435,GHR,growth hormone receptor,GHR,ENSG00000112964,XB-GENE-17336257,108707301
315,51232,XB-GENEPAGE-481451,CRIM1,cysteine rich transmembrane BMP regulator 1 (chordin-like),CRIM1,ENSG00000150938,XB-GENE-17336799,108717831
316,83999,XB-GENEPAGE-481464,KREMEN1,kringle containing transmembrane protein 1,KREMEN1,ENSG00000183762,XB-GENE-865130,398249
317,1454,XB-GENEPAGE-481479,CSNK1E,casein kinase 1 epsilon,CSNK1E,ENSG00000213923,XB-GENE-17337390,108715790
318,5467,XB-GENEPAGE-481494,PPARD,peroxisome proliferator activated receptor delta,PPARD,ENSG00000112033,XB-GENE-865134,397768
319,10736,XB-GENEPAGE-481503,SIX2,SIX homeobox 2,SIX2,ENSG00000170577,XB-GENE-865135,108717734
320,366,XB-GENEPAGE-481513,AQP9,aquaporin 9,AQP9,ENSG00000103569,XB-GENE-6489298,108712939
321,7716,XB-GENEPAGE-481522,VEZF1,vascular endothelial zinc finger 1,VEZF1,ENSG00000136451,XB-GENE-481527,446624
322,6885,XB-GENEPAGE-481529,MAP3K7,mitogen-activated protein kinase kinase kinase 7,MAP3K7,ENSG00000135341,XB-GENE-17339869,379399
323,2147,XB-GENEPAGE-481538,F2,"coagulation factor II, thrombin",F2,ENSG00000180210,XB-GENE-17331609,446352
324,9787,XB-GENEPAGE-481548,DLGAP5,discs large homolog associated protein 5,DLGAP5,ENSG00000126787,XB-GENE-865466,494809
325,4009,XB-GENEPAGE-481568,LMX1A,LIM homeobox transcription factor 1 alpha,LMX1A,ENSG00000162761,XB-GENE-17338628,108715681
326,408,XB-GENEPAGE-481577,ARRB1,arrestin beta 1,ARRB1,ENSG00000137486,XB-GENE-481582,447732
327,7138,XB-GENEPAGE-481587,TNNT1,"troponin T1, slow skeletal type",TNNT1,ENSG00000105048,XB-GENE-865468,444636
328,6046,XB-GENEPAGE-481597,BRD2,bromodomain containing 2,BRD2,ENSG00000204256,XB-GENE-865469,394399
329,2168,XB-GENEPAGE-481607,FABP1,fatty acid binding protein 1,FABP1,ENSG00000163586,XB-GENE-17336535,108705800
330,3925,XB-GENEPAGE-481614,STMN1,stathmin 1,STMN1,ENSG00000117632,XB-GENE-481619,380364
331,2035,XB-GENEPAGE-481624,EPB41,erythrocyte membrane protein band 4.1,EPB41,ENSG00000159023,XB-GENE-17335940,108709567
332,5764,XB-GENEPAGE-481633,PTN,pleiotrophin,PTN,ENSG00000105894,XB-GENE-17344052,100505441
333,22943,XB-GENEPAGE-481643,DKK1,dickkopf WNT signaling pathway inhibitor 1,DKK1,ENSG00000107984,XB-GENE-865473,373592
334,8600,XB-GENEPAGE-481653,TNFSF11,TNF superfamily member 11,TNFSF11,ENSG00000120659,XB-GENE-17340751,733333
335,375318,XB-GENEPAGE-481662,AQP12A,aquaporin 12A,AQP12A,ENSG00000184945,XB-GENE-865475,494822
336,22936,XB-GENEPAGE-481669,ELL2,"elongation factor, RNA polymerase II 2",ELL2,ENSG00000118985,XB-GENE-865476,447018
337,10284,XB-GENEPAGE-481688,SAP18,Sin3A associated protein 18kDa,SAP18,ENSG00000150459,XB-GENE-865477,734321
338,51804,XB-GENEPAGE-481698,SIX4,SIX homeobox 4,SIX4,ENSG00000100625,XB-GENE-6486019,108699752
339,5730,XB-GENEPAGE-481707,PTGDS,prostaglandin D2 synthase,PTGDS,ENSG00000107317,XB-GENE-865479,444723
340,122809,XB-GENEPAGE-481717,SOCS4,suppressor of cytokine signaling 4,SOCS4,ENSG00000180008,XB-GENE-17330267,108699788
341,2,XB-GENEPAGE-481724,A2M,alpha-2-macroglobulin,A2M,ENSG00000175899,XB-GENE-6252734,100158443
342,1869,XB-GENEPAGE-481740,E2F1,E2F transcription factor 1,E2F1,ENSG00000101412,XB-GENE-17335768,108702783
343,51129,XB-GENEPAGE-481749,ANGPTL4,angiopoietin like 4,ANGPTL4,ENSG00000167772,XB-GENE-17333796,108706856
344,3553,XB-GENEPAGE-481755,IL1B,interleukin 1 beta,IL1B,ENSG00000125538,XB-GENE-865486,373606
345,7091,XB-GENEPAGE-481765,TLE4,transducin like enhancer of split 4,TLE4,ENSG00000106829,XB-GENE-481770,399397
346,3568,XB-GENEPAGE-481774,IL5RA,interleukin 5 receptor subunit alpha,IL5RA,ENSG00000091181,XB-GENE-17343168,108715845
347,8200,XB-GENEPAGE-481783,GDF5,growth differentiation factor 5,GDF5,ENSG00000125965,XB-GENE-17335085,108702362
348,23414,XB-GENEPAGE-481793,ZFPM2,"zinc finger protein, FOG family member 2",ZFPM2,ENSG00000169946,XB-GENE-17331794,108719751
349,1994,XB-GENEPAGE-481799,ELAVL1,ELAV like RNA binding protein 1,ELAVL1,ENSG00000066044,XB-GENE-865489,495680
350,2736,XB-GENEPAGE-481809,GLI2,GLI family zinc finger 2,GLI2,ENSG00000074047,XB-GENE-6251939,398107
351,4040,XB-GENEPAGE-481819,LRP6,LDL receptor related protein 6,LRP6,ENSG00000070018,XB-GENE-865490,108712563
352,650,XB-GENEPAGE-481828,BMP2,bone morphogenetic protein 2,BMP2,ENSG00000125845,XB-GENE-481833,378780
353,7148,XB-GENEPAGE-481848,TNXB,tenascin XB,TNXB,ENSG00000168477,XB-GENE-17341439,108700569
354,8321,XB-GENEPAGE-481860,FZD1,frizzled class receptor 1,FZD1,ENSG00000157240,XB-GENE-17342011,108719892
355,83660,XB-GENEPAGE-481870,TLN2,talin 2,TLN2,ENSG00000171914,XB-GENE-6486378,100037170
356,26281,XB-GENEPAGE-481879,FGF20,fibroblast growth factor 20,FGF20,ENSG00000078579,XB-GENE-17333270,108706603
357,9580,XB-GENEPAGE-481888,SOX13,SRY-box 13,SOX13,ENSG00000143842,XB-GENE-865496,397727
358,116039,XB-GENEPAGE-481906,OSR2,odd-skipped related transcription factor 2,OSR2,ENSG00000164920,XB-GENE-6254720,734939
359,5663,XB-GENEPAGE-481915,PSEN1,presenilin 1,PSEN1,ENSG00000080815,XB-GENE-17330486,108699733
360,343,XB-GENEPAGE-481925,AQP8,aquaporin 8,AQP8,ENSG00000103375,XB-GENE-17338140,108703203
361,7477,XB-GENEPAGE-481935,WNT7B,Wnt family member 7B,WNT7B,ENSG00000188064,XB-GENE-17346851,108712529
362,5584,XB-GENEPAGE-481944,PRKCI,protein kinase C iota,PRKCI,ENSG00000163558,XB-GENE-17339961,108705375
363,10912,XB-GENEPAGE-481954,GADD45G,growth arrest and DNA damage inducible gamma,GADD45G,ENSG00000130222,XB-GENE-17331725,379285
364,3203,XB-GENEPAGE-481963,HOXA6,homeobox A6,HOXA6,ENSG00000106006,XB-GENE-17339340,108719928
365,3205,XB-GENEPAGE-481972,HOXA9,homeobox A9,HOXA9,ENSG00000078399,XB-GENE-864813,100037070
366,7545,XB-GENEPAGE-481981,ZIC1,Zic family member 1,ZIC1,ENSG00000152977,XB-GENE-864815,399124
367,4088,XB-GENEPAGE-481991,SMAD3,SMAD family member 3,SMAD3,ENSG00000166949,XB-GENE-17345125,108712801
368,5928,XB-GENEPAGE-482001,RBBP4,retinoblastoma binding protein 4,RBBP4,ENSG00000162521,XB-GENE-6255728,432269
369,5868,XB-GENEPAGE-482010,RAB5A,"RAB5A, member RAS oncogene family",RAB5A,ENSG00000144566,XB-GENE-17343903,108719951
370,6722,XB-GENEPAGE-482035,SRF,serum response factor,SRF,ENSG00000112658,XB-GENE-17343286,108717640
371,79718,XB-GENEPAGE-482045,TBL1XR1,transducin (beta)-like 1 X-linked receptor 1,TBL1XR1,ENSG00000177565,XB-GENE-864821,779369
372,10395,XB-GENEPAGE-482054,DLC1,DLC1 Rho GTPase activating protein,DLC1,ENSG00000164741,XB-GENE-6251782,108706599
373,27071,XB-GENEPAGE-482063,DAPP1,dual adaptor of phosphotyrosine and 3-phosphoinositides,DAPP1,ENSG00000070190,XB-GENE-17333389,108706740
374,83959,XB-GENEPAGE-482084,SLC4A11,solute carrier family 4 member 11,SLC4A11,ENSG00000088836,XB-GENE-17332787,108704114
375,4633,XB-GENEPAGE-482090,MYL2,myosin light chain 2,MYL2,ENSG00000111245,XB-GENE-864827,447131
376,10253,XB-GENEPAGE-482100,SPRY2,sprouty RTK signaling antagonist 2,SPRY2,ENSG00000136158,XB-GENE-864828,398313
377,3566,XB-GENEPAGE-482117,IL4R,interleukin 4 receptor,IL4R,ENSG00000077238,XB-GENE-17342091,121399051
378,9068,XB-GENEPAGE-482122,ANGPTL1,angiopoietin like 1,ANGPTL1,ENSG00000116194,XB-GENE-6487354,108715631
379,5743,XB-GENEPAGE-482132,PTGS2,prostaglandin-endoperoxide synthase 2,PTGS2,ENSG00000073756,XB-GENE-482137,446781
380,9324,XB-GENEPAGE-482142,HMGN3,high mobility group nucleosomal binding domain 3,HMGN3,ENSG00000118418,XB-GENE-482147,379409
381,6416,XB-GENEPAGE-482150,MAP2K4,mitogen-activated protein kinase kinase 4,MAP2K4,ENSG00000065559,XB-GENE-6251566,431908
382,6772,XB-GENEPAGE-482165,STAT1,signal transducer and activator of transcription 1,STAT1,ENSG00000115415,XB-GENE-17335743,108703082
383,203068,XB-GENEPAGE-482184,TUBB,tubulin beta class I,TUBB,ENSG00000196230,XB-GENE-17336360,108700239
384,2099,XB-GENEPAGE-482192,ESR1,estrogen receptor 1,ESR1,ENSG00000091831,XB-GENE-6255445,398733
385,8792,XB-GENEPAGE-482202,TNFRSF11A,tumor necrosis factor receptor superfamily member 11a,TNFRSF11A,ENSG00000141655,XB-GENE-17344271,108720089
386,6132,XB-GENEPAGE-482208,RPL8,ribosomal protein L8,RPL8,ENSG00000161016,XB-GENE-482213,380157
387,4821,XB-GENEPAGE-482218,NKX2-2,NK2 homeobox 2,NKX2-2,ENSG00000125820,XB-GENE-864842,373624
388,3725,XB-GENEPAGE-482227,JUN,jun proto-oncogene,JUN,ENSG00000177606,XB-GENE-17344878,379050
389,283248,XB-GENEPAGE-482247,RCOR2,REST corepressor 2,RCOR2,ENSG00000167771,XB-GENE-17338093,108715147
390,1647,XB-GENEPAGE-482256,GADD45A,growth arrest and DNA damage inducible alpha,GADD45A,ENSG00000116717,XB-GENE-864848,379224
391,3200,XB-GENEPAGE-482266,HOXA3,homeobox A3,HOXA3,ENSG00000105997,XB-GENE-864849,379985
392,1001,XB-GENEPAGE-482276,CDH3,cadherin 3,CDH3,ENSG00000062038,XB-GENE-6254663,394290
393,554,XB-GENEPAGE-482286,AVPR2,arginine vasopressin receptor 2,AVPR2,ENSG00000126895,XB-GENE-17341900,108700007
394,2033,XB-GENEPAGE-482292,EP300,E1A binding protein p300,EP300,ENSG00000100393,XB-GENE-17333763,108715729
395,10499,XB-GENEPAGE-482310,NCOA2,nuclear receptor coactivator 2,NCOA2,ENSG00000140396,XB-GENE-864856,394405
396,3239,XB-GENEPAGE-482319,HOXD13,homeobox D13,HOXD13,ENSG00000128714,XB-GENE-482324,399207
397,3225,XB-GENEPAGE-482329,HOXC9,homeobox C9,HOXC9,ENSG00000180806,XB-GENE-6466551,108709896
398,2250,XB-GENEPAGE-482345,FGF5,fibroblast growth factor 5,FGF5,ENSG00000138675,XB-GENE-17332465,101027307
399,10875,XB-GENEPAGE-482374,FGL2,fibrinogen like 2,FGL2,ENSG00000127951,XB-GENE-17340047,108713069
400,7078,XB-GENEPAGE-482399,TIMP3,TIMP metallopeptidase inhibitor 3,TIMP3,ENSG00000100234,XB-GENE-17337079,108712552
401,6198,XB-GENEPAGE-482408,RPS6KB1,ribosomal protein S6 kinase B1,RPS6KB1,ENSG00000108443,XB-GENE-864871,394276
402,3172,XB-GENEPAGE-482418,HNF4A,hepatocyte nuclear factor 4 alpha,HNF4A,ENSG00000101076,XB-GENE-864872,379762
403,8027,XB-GENEPAGE-482428,STAM,signal transducing adaptor molecule,STAM,ENSG00000136738,XB-GENE-17345035,108719871
404,1876,XB-GENEPAGE-482438,E2F6,E2F transcription factor 6,E2F6,ENSG00000169016,XB-GENE-17336884,108718246
405,54756,XB-GENEPAGE-482454,IL17RD,interleukin 17 receptor D,IL17RD,ENSG00000144730,XB-GENE-17338664,115597775
406,7058,XB-GENEPAGE-482461,THBS2,thrombospondin 2,THBS2,ENSG00000186340,XB-GENE-17346212,108717845
407,53834,XB-GENEPAGE-482471,FGFRL1,fibroblast growth factor receptor like 1,FGFRL1,ENSG00000127418,XB-GENE-6253264,733338
408,3975,XB-GENEPAGE-482481,LHX1,LIM homeobox 1,LHX1,ENSG00000273706,XB-GENE-17343236,108709506
409,5308,XB-GENEPAGE-482491,PITX2,paired like homeodomain 2,PITX2,ENSG00000164093,XB-GENE-6253059,373586
